durativity,telicity,iterativity,dinamicity
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0
6,0.04426784968642053,0.0,0.04426784968642053,0.04426784968642053
7,0.4879095679700409,0.0,0.4879095679700409,0.4879095679700409
8,0.8624538712633025,0.04426784968642053,0.8624538712633025,0.8624538712633025
9,0.9330178606293357,0.4879095679700409,0.9330178606293357,0.9772857103157561
10,0.5095865196534273,0.8624538712633025,0.5095865196534273,0.9974960876234682
11,0.18181397842311792,0.9772857103157561,0.18181397842311792,1.0
12,0.5106238576542848,0.9532282379370476,0.5106238576542848,1.0
13,0.8649577836398342,0.5120904320299591,0.8649577836398342,1.0
14,0.9330178606293357,0.13754612873669736,0.9330178606293357,0.9557321503135794
15,0.5095865196534273,0.022714289684243855,0.5095865196534273,0.5120904320299591
16,0.13754612873669736,0.002503912376531775,0.13754612873669736,0.13754612873669736
17,0.06698213937066438,0.0,0.06698213937066438,0.06698213937066438
18,0.4904134803465727,0.0,0.4904134803465727,0.4904134803465727
19,0.8624538712633025,0.04426784968642053,0.8624538712633025,0.8624538712633025
20,0.9772857103157561,0.4879095679700409,0.9330178606293357,0.9772857103157561
21,0.9532282379370476,0.8624538712633025,0.5095865196534273,0.9974960876234682
22,0.5120904320299591,0.9772857103157561,0.13754612873669736,1.0
23,0.13754612873669736,0.9974960876234682,0.022714289684243855,1.0
24,0.022714289684243855,1.0,0.002503912376531775,1.0
25,0.046771762062952305,1.0,0.04426784968642053,1.0
26,0.4879095679700409,1.0,0.4436417182836204,1.0
27,0.8624538712633025,1.0,0.37454430329326166,1.0
28,0.9772857103157561,1.0,0.11483183905245352,1.0
29,0.9974960876234682,1.0,0.020210377307712083,1.0
30,1.0,0.9557321503135794,0.046771762062952305,1.0
31,1.0,0.5120904320299591,0.4879095679700409,1.0
32,1.0,0.13754612873669736,0.8624538712633025,1.0
33,1.0,0.022714289684243855,0.9772857103157561,1.0
34,1.0,0.002503912376531775,0.9974960876234682,1.0
35,0.9557321503135794,0.04426784968642053,0.9557321503135794,1.0
36,0.5120904320299591,0.4879095679700409,0.5120904320299591,1.0
37,0.13754612873669736,0.8624538712633025,0.13754612873669736,1.0
38,0.022714289684243855,0.9330178606293357,0.022714289684243855,0.9557321503135794
39,0.046771762062952305,0.5095865196534273,0.046771762062952305,0.5563582817163796
40,0.4879095679700409,0.13754612873669736,0.4879095679700409,0.6254556967067383
41,0.8624538712633025,0.06698213937066438,0.8624538712633025,0.8851681609475465
42,0.9330178606293357,0.4904134803465727,0.9330178606293357,0.9797896226922879
43,0.5095865196534273,0.8624538712633025,0.5095865196534273,0.9974960876234682
44,0.18181397842311792,0.9772857103157561,0.18181397842311792,1.0
45,0.5106238576542848,0.9532282379370476,0.5106238576542848,1.0
46,0.8649577836398342,0.5563582817163796,0.8649577836398342,1.0
47,0.9330178606293357,0.6254556967067383,0.9330178606293357,1.0
48,0.5538543693398477,0.8851681609475465,0.5538543693398477,1.0
49,0.6254556967067383,0.9797896226922879,0.6254556967067383,1.0
50,0.840900311261126,0.9974960876234682,0.840900311261126,1.0
51,0.49188005472224694,1.0,0.49188005472224694,1.0
52,0.13504221636016558,0.9557321503135794,0.13504221636016558,0.9557321503135794
53,0.06698213937066438,0.5120904320299591,0.022714289684243855,0.5563582817163796
54,0.4904134803465727,0.13754612873669736,0.046771762062952305,0.6254556967067383
55,0.8624538712633025,0.022714289684243855,0.4879095679700409,0.8851681609475465
56,0.9772857103157561,0.002503912376531775,0.8624538712633025,0.9797896226922879
57,0.9974960876234682,0.04426784968642053,0.9772857103157561,0.9974960876234682
58,1.0,0.4879095679700409,0.9532282379370476,1.0
59,1.0,0.8624538712633025,0.5120904320299591,1.0
60,1.0,0.9772857103157561,0.13754612873669736,1.0
61,1.0,0.9974960876234682,0.022714289684243855,1.0
62,1.0,1.0,0.002503912376531775,1.0
63,1.0,0.9557321503135794,0.0,1.0
64,1.0,0.5120904320299591,0.0,1.0
65,1.0,0.13754612873669736,0.0,1.0
66,1.0,0.022714289684243855,0.04426784968642053,1.0
67,1.0,0.002503912376531775,0.4879095679700409,1.0
68,1.0,0.0,0.8624538712633025,1.0
69,1.0,0.04426784968642053,0.9772857103157561,1.0
70,1.0,0.4879095679700409,0.9532282379370476,1.0
71,1.0,0.8624538712633025,0.5120904320299591,1.0
72,1.0,0.9330178606293357,0.13754612873669736,1.0
73,1.0,0.5095865196534273,0.022714289684243855,1.0
74,1.0,0.18181397842311792,0.002503912376531775,1.0
75,0.9557321503135794,0.5106238576542848,0.0,1.0
76,0.5120904320299591,0.8206899339534138,0.0,1.0
77,0.18181397842311792,0.4893761423457152,0.04426784968642053,1.0
78,0.5106238576542848,0.13504221636016558,0.4879095679700409,1.0
79,0.8649577836398342,0.022714289684243855,0.8624538712633025,1.0
80,0.9772857103157561,0.002503912376531775,0.9772857103157561,1.0
81,0.9974960876234682,0.0,0.9974960876234682,1.0
82,1.0,0.0,0.9557321503135794,1.0
83,1.0,0.04426784968642053,0.5120904320299591,1.0
84,0.9557321503135794,0.4879095679700409,0.13754612873669736,1.0
85,0.5563582817163796,0.8181860215768821,0.06698213937066438,1.0
86,0.6254556967067383,0.4893761423457152,0.4904134803465727,1.0
87,0.8851681609475465,0.13504221636016558,0.8624538712633025,1.0
88,0.9797896226922879,0.022714289684243855,0.9772857103157561,1.0
89,0.9974960876234682,0.002503912376531775,0.9532282379370476,1.0
90,1.0,0.0,0.5563582817163796,1.0
91,1.0,0.0,0.6254556967067383,1.0
92,1.0,0.0,0.8851681609475465,1.0
93,1.0,0.0,0.9797896226922879,1.0
94,1.0,0.04426784968642053,0.9532282379370476,1.0
95,1.0,0.4879095679700409,0.5120904320299591,1.0
96,1.0,0.8624538712633025,0.18181397842311792,1.0
97,1.0,0.9330178606293357,0.5106238576542848,1.0
98,1.0,0.5095865196534273,0.8206899339534138,1.0
99,1.0,0.13754612873669736,0.4893761423457152,1.0
100,1.0,0.022714289684243855,0.13504221636016558,1.0
101,1.0,0.002503912376531775,0.022714289684243855,1.0
102,1.0,0.04426784968642053,0.002503912376531775,1.0
103,1.0,0.4436417182836204,0.0,1.0
104,1.0,0.4188121529796822,0.0,1.0
105,1.0,0.6027414070224943,0.04426784968642053,1.0
106,1.0,0.8383963988845942,0.4879095679700409,1.0
107,1.0,0.49188005472224694,0.8624538712633025,1.0
108,1.0,0.13504221636016558,0.9772857103157561,1.0
109,1.0,0.022714289684243855,0.9974960876234682,1.0
110,1.0,0.002503912376531775,1.0,1.0
111,1.0,0.0,1.0,1.0
112,1.0,0.0,1.0,1.0
113,1.0,0.0,1.0,0.9557321503135794
114,1.0,0.0,1.0,0.5563582817163796
115,1.0,0.0,1.0,0.6254556967067383
116,0.9557321503135794,0.0,0.9557321503135794,0.840900311261126
117,0.5563582817163796,0.04426784968642053,0.5563582817163796,0.5361479044086674
118,0.6254556967067383,0.4879095679700409,0.6254556967067383,0.6229517843302065
119,0.8851681609475465,0.8624538712633025,0.840900311261126,0.8851681609475465
120,0.9797896226922879,0.9772857103157561,0.49188005472224694,0.9797896226922879
121,0.9532282379370476,0.9974960876234682,0.13504221636016558,0.9974960876234682
122,0.5120904320299591,1.0,0.022714289684243855,1.0
123,0.18181397842311792,1.0,0.002503912376531775,1.0
124,0.46635600796786425,1.0,0.0,1.0
125,0.42131606535621396,1.0,0.04426784968642053,1.0
126,0.6027414070224943,0.9557321503135794,0.4879095679700409,1.0
127,0.8826642485710147,0.5563582817163796,0.8624538712633025,1.0
128,0.9797896226922879,0.6254556967067383,0.9772857103157561,1.0
129,0.9974960876234682,0.840900311261126,0.9974960876234682,1.0
130,1.0,0.49188005472224694,1.0,1.0
131,1.0,0.13504221636016558,1.0,1.0
132,1.0,0.022714289684243855,1.0,1.0
133,1.0,0.046771762062952305,1.0,1.0
134,1.0,0.4879095679700409,1.0,1.0
135,1.0,0.8181860215768821,1.0,1.0
136,1.0,0.4893761423457152,1.0,1.0
137,1.0,0.13504221636016558,1.0,1.0
138,1.0,0.022714289684243855,1.0,1.0
139,1.0,0.002503912376531775,1.0,1.0
140,1.0,0.0,1.0,1.0
141,1.0,0.0,1.0,1.0
142,1.0,0.0,1.0,1.0
143,1.0,0.0,0.9557321503135794,1.0
144,1.0,0.04426784968642053,0.5120904320299591,1.0
145,1.0,0.4879095679700409,0.13754612873669736,1.0
146,1.0,0.8624538712633025,0.022714289684243855,1.0
147,1.0,0.9772857103157561,0.002503912376531775,1.0
148,0.9557321503135794,0.9974960876234682,0.0,1.0
149,0.5120904320299591,1.0,0.0,1.0
150,0.13754612873669736,1.0,0.0,1.0
151,0.022714289684243855,1.0,0.0,1.0
152,0.046771762062952305,0.9557321503135794,0.0,1.0
153,0.4879095679700409,0.5120904320299591,0.0,1.0
154,0.8624538712633025,0.18181397842311792,0.0,1.0
155,0.9772857103157561,0.5106238576542848,0.0,1.0
156,0.9974960876234682,0.8206899339534138,0.0,1.0
157,1.0,0.5336439920321357,0.0,1.0
158,1.0,0.6229517843302065,0.0,1.0
159,1.0,0.840900311261126,0.0,1.0
160,1.0,0.5361479044086674,0.0,1.0
161,1.0,0.578683934643786,0.0,1.0
162,1.0,0.39725859297750554,0.0,1.0
163,1.0,0.11733575142898528,0.0,1.0
164,1.0,0.020210377307712083,0.0,1.0
165,1.0,0.002503912376531775,0.0,1.0
166,1.0,0.0,0.0,1.0
167,1.0,0.0,0.04426784968642053,1.0
168,1.0,0.0,0.4879095679700409,1.0
169,1.0,0.04426784968642053,0.8624538712633025,1.0
170,1.0,0.4879095679700409,0.9772857103157561,1.0
171,1.0,0.8624538712633025,0.9974960876234682,1.0
172,1.0,0.9330178606293357,0.9557321503135794,1.0
173,1.0,0.5095865196534273,0.5120904320299591,1.0
174,1.0,0.13754612873669736,0.13754612873669736,1.0
175,1.0,0.06698213937066438,0.022714289684243855,1.0
176,1.0,0.4904134803465727,0.002503912376531775,1.0
177,1.0,0.8624538712633025,0.0,1.0
178,1.0,0.9330178606293357,0.0,1.0
179,1.0,0.5538543693398477,0.04426784968642053,1.0
180,1.0,0.5811878470203178,0.4879095679700409,1.0
181,1.0,0.39725859297750554,0.8624538712633025,1.0
182,1.0,0.11733575142898528,0.9772857103157561,1.0
183,1.0,0.020210377307712083,0.9532282379370476,1.0
184,1.0,0.046771762062952305,0.5120904320299591,1.0
185,1.0,0.4879095679700409,0.13754612873669736,1.0
186,1.0,0.8624538712633025,0.06698213937066438,1.0
187,1.0,0.9772857103157561,0.4904134803465727,1.0
188,1.0,0.9974960876234682,0.8624538712633025,1.0
189,1.0,1.0,0.9330178606293357,1.0
190,1.0,1.0,0.5538543693398477,1.0
191,1.0,1.0,0.6254556967067383,1.0
192,1.0,0.9557321503135794,0.840900311261126,1.0
193,1.0,0.5563582817163796,0.49188005472224694,1.0
194,1.0,0.6254556967067383,0.13504221636016558,1.0
195,1.0,0.8851681609475465,0.022714289684243855,1.0
196,1.0,0.9797896226922879,0.002503912376531775,1.0
197,1.0,0.9974960876234682,0.0,1.0
198,1.0,1.0,0.0,1.0
199,1.0,1.0,0.0,1.0
200,1.0,1.0,0.0,1.0
201,1.0,1.0,0.0,1.0
202,1.0,1.0,0.0,1.0
203,1.0,1.0,0.04426784968642053,1.0
204,1.0,0.9557321503135794,0.4436417182836204,1.0
205,1.0,0.5120904320299591,0.37454430329326166,1.0
206,1.0,0.13754612873669736,0.11483183905245352,1.0
207,1.0,0.022714289684243855,0.020210377307712083,1.0
208,1.0,0.046771762062952305,0.002503912376531775,1.0
209,1.0,0.4879095679700409,0.0,1.0
210,1.0,0.8624538712633025,0.0,1.0
211,1.0,0.9772857103157561,0.0,1.0
212,1.0,0.9974960876234682,0.0,1.0
213,1.0,0.9557321503135794,0.0,1.0
214,1.0,0.5120904320299591,0.0,1.0
215,1.0,0.13754612873669736,0.0,1.0
216,1.0,0.022714289684243855,0.0,1.0
217,1.0,0.002503912376531775,0.0,1.0
218,1.0,0.0,0.0,1.0
219,1.0,0.0,0.0,1.0
220,1.0,0.0,0.0,1.0
221,1.0,0.0,0.0,1.0
222,1.0,0.04426784968642053,0.0,1.0
223,1.0,0.4879095679700409,0.0,1.0
224,1.0,0.8181860215768821,0.0,1.0
225,1.0,0.5336439920321357,0.0,1.0
226,1.0,0.6229517843302065,0.0,1.0
227,1.0,0.840900311261126,0.04426784968642053,1.0
228,1.0,0.49188005472224694,0.4879095679700409,1.0
229,1.0,0.13504221636016558,0.8624538712633025,1.0
230,0.9557321503135794,0.022714289684243855,0.9330178606293357,0.9557321503135794
231,0.5563582817163796,0.046771762062952305,0.5095865196534273,0.5563582817163796
232,0.6254556967067383,0.4879095679700409,0.13754612873669736,0.6254556967067383
233,0.8851681609475465,0.8624538712633025,0.022714289684243855,0.8851681609475465
234,0.9797896226922879,0.9772857103157561,0.002503912376531775,0.9797896226922879
235,0.9974960876234682,0.9974960876234682,0.04426784968642053,0.9974960876234682
236,1.0,1.0,0.4436417182836204,1.0
237,1.0,0.9557321503135794,0.37454430329326166,1.0
238,0.9557321503135794,0.5563582817163796,0.11483183905245352,1.0
239,0.5563582817163796,0.6254556967067383,0.020210377307712083,1.0
240,0.6254556967067383,0.840900311261126,0.002503912376531775,1.0
241,0.8851681609475465,0.5361479044086674,0.0,1.0
242,0.9797896226922879,0.6229517843302065,0.0,1.0
243,0.9974960876234682,0.840900311261126,0.0,1.0
244,1.0,0.49188005472224694,0.0,1.0
245,1.0,0.13504221636016558,0.0,1.0
246,1.0,0.022714289684243855,0.0,1.0
247,1.0,0.002503912376531775,0.0,1.0
248,1.0,0.0,0.0,1.0
249,1.0,0.0,0.0,1.0
250,1.0,0.0,0.0,1.0
251,1.0,0.0,0.0,1.0
252,1.0,0.04426784968642053,0.0,1.0
253,1.0,0.4879095679700409,0.0,1.0
254,1.0,0.8624538712633025,0.0,1.0
255,1.0,0.9772857103157561,0.0,1.0
256,1.0,0.9532282379370476,0.0,0.9557321503135794
257,1.0,0.5120904320299591,0.0,0.5563582817163796
258,1.0,0.13754612873669736,0.0,0.6254556967067383
259,1.0,0.022714289684243855,0.0,0.8851681609475465
260,1.0,0.002503912376531775,0.0,0.9797896226922879
261,1.0,0.0,0.0,0.9974960876234682
262,1.0,0.0,0.0,1.0
263,1.0,0.0,0.0,1.0
264,1.0,0.0,0.04426784968642053,1.0
265,1.0,0.0,0.4879095679700409,1.0
266,1.0,0.0,0.8624538712633025,1.0
267,1.0,0.0,0.9772857103157561,1.0
268,0.9557321503135794,0.0,0.9974960876234682,0.9557321503135794
269,0.5120904320299591,0.0,1.0,0.5120904320299591
270,0.13754612873669736,0.0,1.0,0.13754612873669736
271,0.022714289684243855,0.0,1.0,0.022714289684243855
272,0.002503912376531775,0.0,1.0,0.002503912376531775
273,0.0,0.04426784968642053,0.9557321503135794,0.04426784968642053
274,0.04426784968642053,0.4879095679700409,0.5563582817163796,0.4879095679700409
275,0.4879095679700409,0.8181860215768821,0.6254556967067383,0.8624538712633025
276,0.8624538712633025,0.4893761423457152,0.8851681609475465,0.9772857103157561
277,0.9772857103157561,0.13504221636016558,0.9797896226922879,0.9974960876234682
278,0.9974960876234682,0.022714289684243855,0.9974960876234682,1.0
279,1.0,0.002503912376531775,1.0,1.0
280,1.0,0.0,1.0,1.0
281,1.0,0.0,1.0,1.0
282,1.0,0.04426784968642053,1.0,1.0
283,1.0,0.4879095679700409,1.0,1.0
284,1.0,0.8624538712633025,1.0,1.0
285,1.0,0.9772857103157561,1.0,1.0
286,1.0,0.9974960876234682,1.0,1.0
287,1.0,1.0,1.0,1.0
288,1.0,1.0,1.0,1.0
289,1.0,0.9557321503135794,1.0,1.0
290,1.0,0.5120904320299591,1.0,1.0
291,1.0,0.13754612873669736,1.0,1.0
292,1.0,0.022714289684243855,1.0,1.0
293,1.0,0.002503912376531775,1.0,1.0
294,1.0,0.0,1.0,1.0
295,1.0,0.0,1.0,1.0
296,1.0,0.04426784968642053,1.0,1.0
297,1.0,0.4879095679700409,1.0,1.0
298,1.0,0.8624538712633025,1.0,1.0
299,1.0,0.9772857103157561,1.0,1.0
300,1.0,0.9974960876234682,1.0,1.0
301,1.0,1.0,1.0,1.0
302,1.0,0.9557321503135794,1.0,1.0
303,1.0,0.5120904320299591,1.0,1.0
304,1.0,0.13754612873669736,1.0,1.0
305,1.0,0.022714289684243855,1.0,1.0
306,1.0,0.002503912376531775,1.0,1.0
307,1.0,0.0,1.0,1.0
308,1.0,0.0,1.0,1.0
309,1.0,0.0,1.0,1.0
310,1.0,0.0,1.0,1.0
311,1.0,0.0,1.0,1.0
312,1.0,0.04426784968642053,1.0,1.0
313,1.0,0.4879095679700409,1.0,1.0
314,1.0,0.8181860215768821,1.0,1.0
315,1.0,0.4893761423457152,1.0,1.0
316,1.0,0.13504221636016558,1.0,1.0
317,1.0,0.022714289684243855,1.0,1.0
318,1.0,0.002503912376531775,1.0,1.0
319,1.0,0.0,1.0,1.0
320,1.0,0.0,0.9557321503135794,1.0
321,0.9557321503135794,0.0,0.5120904320299591,0.9557321503135794
322,0.5563582817163796,0.0,0.18181397842311792,0.5563582817163796
323,0.6254556967067383,0.04426784968642053,0.5106238576542848,0.6254556967067383
324,0.8851681609475465,0.4879095679700409,0.8649577836398342,0.8851681609475465
325,0.9797896226922879,0.8624538712633025,0.9772857103157561,0.9797896226922879
326,0.9974960876234682,0.9772857103157561,0.9974960876234682,0.9974960876234682
327,1.0,0.9532282379370476,1.0,1.0
328,1.0,0.5563582817163796,1.0,1.0
329,1.0,0.6254556967067383,1.0,1.0
330,1.0,0.840900311261126,1.0,1.0
331,1.0,0.5361479044086674,1.0,1.0
332,1.0,0.578683934643786,1.0,1.0
333,1.0,0.39725859297750554,1.0,1.0
334,1.0,0.11733575142898528,1.0,1.0
335,1.0,0.020210377307712083,1.0,1.0
336,1.0,0.002503912376531775,1.0,1.0
337,1.0,0.0,1.0,1.0
338,1.0,0.0,1.0,1.0
339,1.0,0.04426784968642053,1.0,1.0
340,1.0,0.4436417182836204,1.0,1.0
341,1.0,0.4188121529796822,1.0,1.0
342,1.0,0.6027414070224943,1.0,1.0
343,1.0,0.8826642485710147,1.0,1.0
344,1.0,0.9355217730058675,1.0,0.9557321503135794
345,1.0,0.5538543693398477,1.0,0.5563582817163796
346,1.0,0.6254556967067383,1.0,0.6254556967067383
347,1.0,0.8851681609475465,1.0,0.8851681609475465
348,1.0,0.9355217730058675,1.0,0.9797896226922879
349,1.0,0.5538543693398477,1.0,0.9974960876234682
350,1.0,0.6254556967067383,1.0,1.0
351,1.0,0.840900311261126,1.0,1.0
352,1.0,0.49188005472224694,0.9557321503135794,1.0
353,1.0,0.13504221636016558,0.5120904320299591,1.0
354,1.0,0.022714289684243855,0.18181397842311792,1.0
355,1.0,0.002503912376531775,0.5106238576542848,1.0
356,1.0,0.0,0.8649577836398342,1.0
357,1.0,0.04426784968642053,0.9772857103157561,1.0
358,1.0,0.4879095679700409,0.9974960876234682,1.0
359,1.0,0.8624538712633025,0.9557321503135794,1.0
360,1.0,0.9772857103157561,0.5120904320299591,1.0
361,1.0,0.9974960876234682,0.13754612873669736,1.0
362,1.0,1.0,0.06698213937066438,1.0
363,1.0,1.0,0.4904134803465727,1.0
364,1.0,1.0,0.8624538712633025,1.0
365,1.0,0.9557321503135794,0.9772857103157561,1.0
366,1.0,0.5120904320299591,0.9974960876234682,1.0
367,1.0,0.13754612873669736,1.0,1.0
368,1.0,0.06698213937066438,1.0,1.0
369,1.0,0.4904134803465727,0.9557321503135794,1.0
370,1.0,0.8181860215768821,0.5120904320299591,1.0
371,1.0,0.5336439920321357,0.18181397842311792,1.0
372,1.0,0.578683934643786,0.5106238576542848,1.0
373,1.0,0.39725859297750554,0.8206899339534138,1.0
374,1.0,0.11733575142898528,0.4893761423457152,1.0
375,1.0,0.020210377307712083,0.13504221636016558,1.0
376,1.0,0.046771762062952305,0.022714289684243855,1.0
377,1.0,0.4879095679700409,0.002503912376531775,1.0
378,1.0,0.8181860215768821,0.0,1.0
379,1.0,0.4893761423457152,0.04426784968642053,1.0
380,1.0,0.17931006604658611,0.4879095679700409,1.0
381,1.0,0.46635600796786425,0.8624538712633025,1.0
382,1.0,0.42131606535621396,0.9772857103157561,1.0
383,1.0,0.6027414070224943,0.9974960876234682,1.0
384,1.0,0.8826642485710147,0.9557321503135794,1.0
385,1.0,0.9355217730058675,0.5563582817163796,1.0
386,1.0,0.5538543693398477,0.6254556967067383,1.0
387,1.0,0.6254556967067383,0.840900311261126,1.0
388,1.0,0.8851681609475465,0.5361479044086674,1.0
389,1.0,0.9797896226922879,0.6229517843302065,1.0
390,1.0,0.9974960876234682,0.840900311261126,1.0
391,1.0,1.0,0.49188005472224694,1.0
392,1.0,1.0,0.13504221636016558,1.0
393,1.0,1.0,0.022714289684243855,1.0
394,1.0,0.9557321503135794,0.002503912376531775,1.0
395,0.9557321503135794,0.5120904320299591,0.0,1.0
396,0.5563582817163796,0.13754612873669736,0.0,1.0
397,0.6254556967067383,0.022714289684243855,0.0,1.0
398,0.8851681609475465,0.002503912376531775,0.0,1.0
399,0.9797896226922879,0.0,0.0,1.0
