sociality,touch_1,multi_ag_vs_jointact_1,multi_ag_vs_jointact_2,ToM,people_present
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,0,0,0,0,0,0
4,0,0,0,0,0,0
5,0,0,0,0,0,0
6,0,0,0,0,0,0
7,0,0,0,0,0,0
8,0,0,0,0,0,0
9,0,0,0,0,0,0
10,0,0,0,0,0,0
11,0,0,0,0,0,0
12,0,0,0,0,0,0
13,0,0,0,0,0,0
14,0,0,0,0,0,0
15,0,0,0,0,0,0
16,0,0,0,0,0,0
17,0,0,0,0,0,0
18,0,0,0,0,0,0
19,0,0,0,0,0,0
20,0,0,0,0,0,0
21,0,0,0,0,0,0
22,0,0,0,0,0,0
23,0,0,0,0,0,0
24,0,0,0,0,0,0
25,0,0,0,0,0,0
26,0,0,0,0,0,0
27,0,0,0,0,0,0
28,1,0,0,0,0,0
29,1,1,0,0,0,0
30,1,1,0,0,0,0
31,1,1,0,0,0,0
32,1,1,0,0,0,0
33,1,1,0,0,0,0
34,0,0,0,0,0,0
35,0,0,0,0,0,0
36,0,0,0,0,0,0
37,0,0,0,0,0,0
38,0,0,0,0,0,0
39,0,0,0,0,0,0
40,0,0,0,0,0,0
41,0,0,0,0,0,0
42,0,0,0,0,0,0
43,0,0,0,0,0,0
44,0,0,0,0,0,0
45,0,0,0,0,0,0
46,0,0,0,0,0,0
47,0,0,0,0,0,0
48,0,0,0,0,0,0
49,0,0,0,0,0,0
50,0,0,0,0,0,0
51,0,0,0,0,0,0
52,0,0,0,0,0,0
53,0,0,0,0,0,0
54,0,0,0,0,0,0
55,0,0,0,0,0,0
56,0,0,0,0,0,0
57,0,0,0,0,0,0
58,0,0,0,0,0,0
59,1,0,0,0,0,0
60,1,0,0,0,0,0
61,1,0,0,0,0,1
62,1,0,0,0,0,1
63,1,0,0,0,0,1
64,1,0,0,0,0,1
65,1,0,0,0,0,1
66,1,0,0,0,0,1
67,1,0,0,0,0,1
68,1,0,0,0,1,1
69,1,0,0,0,1,1
70,1,0,0,0,1,0
71,1,0,0,0,1,1
72,1,0,0,0,1,1
73,1,0,0,0,1,1
74,0,0,0,0,0,0
75,0,0,0,0,0,0
76,0,0,0,0,0,0
77,0,0,0,0,0,0
78,0,0,0,0,0,1
79,1,0,0,0,0,0
80,1,0,0,0,0,1
81,0,0,0,0,0,1
82,1,0,0,0,0,1
83,1,0,0,0,0,0
84,1,0,0,0,0,1
85,1,0,0,0,0,1
86,1,0,0,0,0,1
87,1,0,0,0,0,1
88,1,0,0,0,0,0
89,1,0,0,0,0,0
90,1,0,0,0,0,0
91,1,0,0,0,0,0
92,1,0,0,0,0,1
93,1,0,0,0,0,0
94,1,0,0,0,0,0
95,1,0,0,0,0,0
96,1,1,0,0,0,0
97,1,1,0,0,0,0
98,1,1,0,0,0,0
99,1,1,0,0,0,0
100,1,0,0,0,0,0
101,1,0,0,0,0,0
102,1,0,0,0,1,0
103,1,0,0,0,1,1
104,1,0,0,0,0,1
105,1,0,0,0,0,1
106,1,0,0,0,0,1
107,1,0,0,0,0,1
108,1,0,0,0,0,1
109,1,0,0,0,0,1
110,1,0,0,0,0,1
111,1,0,0,0,0,1
112,0,0,0,0,0,1
113,0,0,0,0,0,1
114,0,0,0,0,0,1
115,0,0,0,0,0,0
116,0,0,0,0,0,1
117,0,0,0,0,0,1
118,1,0,0,0,0,1
119,1,0,0,0,0,0
120,0,0,0,0,0,0
121,0,0,0,0,0,0
122,0,0,0,0,0,0
123,0,0,0,0,0,0
124,0,0,0,0,0,1
125,0,0,0,0,0,1
126,0,0,0,0,0,1
127,0,0,0,0,0,1
128,1,0,0,0,0,0
129,1,0,0,0,1,0
130,1,0,0,0,1,0
131,1,0,0,0,1,0
132,1,0,0,0,1,0
133,1,0,0,0,0,1
134,1,0,0,0,0,1
135,0,0,0,0,0,1
136,0,0,0,0,0,1
137,0,0,0,0,0,1
138,0,0,0,0,0,1
139,0,0,0,0,0,1
140,0,0,0,0,0,0
141,0,0,0,0,0,0
142,0,0,0,0,0,0
143,1,0,0,0,0,0
144,1,0,0,0,0,0
145,1,0,0,0,0,0
146,1,0,0,0,0,0
147,0,0,0,0,0,0
148,0,0,0,0,0,0
149,0,0,0,0,0,0
150,0,0,0,0,0,0
151,0,0,0,0,0,0
152,0,0,0,0,0,0
153,1,0,0,0,0,0
154,1,0,0,0,0,0
155,1,0,0,0,0,0
156,1,0,0,0,0,0
157,1,0,0,0,0,0
158,1,0,0,0,0,0
159,1,0,0,0,0,0
160,1,0,0,0,0,0
161,1,0,0,0,0,0
162,1,0,0,0,0,0
163,1,0,0,0,0,0
164,1,0,0,0,0,0
165,1,0,0,0,0,1
166,1,0,0,0,0,1
167,1,0,0,0,0,1
168,1,0,0,0,0,1
169,1,0,0,0,0,1
170,1,0,0,0,0,1
171,1,0,0,0,1,1
172,1,0,0,0,1,1
173,1,0,0,0,1,1
174,1,0,0,0,1,1
175,1,0,0,0,0,1
176,1,0,0,0,0,1
177,1,0,0,0,0,0
178,1,0,0,0,0,0
179,1,0,0,0,0,0
180,1,0,0,0,0,0
181,1,0,0,0,0,0
182,1,0,0,0,0,1
183,1,0,0,0,0,1
184,1,0,0,0,0,1
185,1,0,0,0,0,1
186,1,0,0,0,0,1
187,1,0,0,0,0,1
188,1,0,0,0,0,1
189,1,0,0,0,0,1
190,1,0,0,0,0,1
191,1,0,0,0,0,0
192,1,0,0,0,0,0
193,1,0,0,0,0,0
194,1,0,0,0,0,0
195,1,0,0,0,0,0
196,1,0,0,0,0,0
197,1,0,0,0,0,0
198,1,0,0,0,0,0
199,1,0,0,0,0,0
200,1,0,0,0,0,0
201,1,0,0,0,0,0
202,1,0,0,0,0,0
203,1,0,0,0,0,0
204,1,0,0,0,0,0
205,1,0,0,0,0,0
206,1,0,0,0,0,0
207,1,0,0,0,0,0
208,1,0,0,0,0,0
209,1,0,0,0,0,0
210,1,0,0,0,0,0
211,1,0,0,0,0,0
212,1,0,0,0,0,0
213,1,0,0,0,0,0
214,1,0,0,0,0,0
215,1,0,0,0,1,0
216,1,0,0,0,0,0
217,1,0,0,0,0,0
218,1,0,0,0,0,0
219,1,0,0,0,0,0
220,1,0,0,0,0,0
221,1,0,0,0,0,0
222,1,0,0,0,0,0
223,1,0,0,0,0,0
224,1,0,0,0,0,0
225,1,0,0,0,0,0
226,1,0,0,0,0,0
227,0,0,0,0,0,0
228,1,0,0,0,0,0
229,1,0,0,0,0,0
230,1,0,0,0,0,0
231,1,0,0,0,0,0
232,1,0,0,0,0,1
233,1,0,0,1,0,1
234,1,0,0,0,0,1
235,1,0,0,1,0,1
236,1,0,0,0,0,0
237,1,0,0,0,0,0
238,1,0,0,0,0,0
239,1,0,0,0,0,0
240,1,0,0,0,0,0
241,1,0,0,0,0,0
242,1,0,0,0,0,1
243,0,0,0,0,0,1
244,1,0,0,0,0,1
245,1,0,0,0,0,1
246,1,0,0,0,0,1
247,1,0,0,0,0,1
248,1,0,0,0,0,0
249,1,0,0,0,0,0
250,1,0,0,0,0,0
251,1,0,0,0,0,1
252,1,0,0,1,0,1
253,1,0,0,1,0,1
254,1,0,0,1,0,1
255,1,0,0,0,0,0
256,1,0,0,0,0,0
257,1,0,0,0,0,0
258,1,0,0,0,1,0
259,1,0,0,0,1,0
260,1,0,0,0,0,0
261,1,0,0,0,0,0
262,1,0,0,0,0,0
263,1,0,0,0,0,0
264,1,0,0,0,0,0
265,1,0,0,0,0,0
266,1,0,0,0,0,0
267,1,0,0,0,0,0
268,1,0,0,0,0,0
269,1,0,0,0,0,0
270,1,0,0,0,0,0
271,1,0,0,0,0,0
272,0,0,0,0,0,0
273,1,0,0,1,0,1
274,1,0,0,1,0,1
275,1,0,0,1,0,1
276,1,0,0,1,0,1
277,1,0,0,1,0,1
278,1,0,0,1,0,1
279,1,0,0,1,0,1
280,1,0,0,1,0,1
281,1,0,0,1,0,1
282,1,0,0,1,0,1
283,1,0,0,1,0,1
284,1,0,0,1,0,1
285,1,0,0,1,0,1
286,1,0,0,1,0,1
287,1,0,0,1,0,1
288,1,0,0,1,0,1
289,1,0,1,1,0,1
290,1,0,0,1,0,1
291,1,0,0,1,0,1
292,1,0,0,1,0,1
293,1,0,0,1,0,1
294,1,0,0,1,0,1
295,1,0,0,0,0,1
296,1,0,0,0,0,1
297,1,1,0,0,0,1
298,1,1,0,0,0,1
299,1,0,0,0,0,1
300,1,0,0,0,0,1
301,1,0,0,0,0,1
302,1,0,0,0,0,1
303,1,0,0,0,0,1
304,1,0,0,0,0,1
305,1,0,0,0,0,1
306,1,0,0,0,0,1
307,1,0,0,0,0,1
308,1,0,0,0,0,1
309,1,0,0,0,0,1
310,1,0,0,0,0,1
311,1,0,1,0,0,1
312,1,0,1,0,0,1
313,1,0,0,0,0,1
314,1,0,0,0,0,1
315,1,0,0,0,0,1
316,1,0,0,0,0,1
317,1,0,0,0,0,1
318,1,0,0,0,0,1
319,0,0,0,0,0,1
320,0,0,0,0,0,0
321,1,0,0,0,0,1
322,1,0,0,0,0,1
323,1,0,0,0,0,1
324,1,0,0,0,0,1
325,1,0,0,0,0,1
326,1,0,0,0,0,1
327,1,0,0,0,0,1
328,1,0,0,0,0,1
329,1,1,0,0,0,1
330,1,1,0,0,0,1
331,1,0,0,0,0,1
332,0,0,0,0,0,1
333,0,0,0,0,0,1
334,1,0,0,0,0,1
335,1,0,0,0,0,1
336,0,0,0,0,0,1
337,1,0,0,0,0,1
338,1,0,0,0,0,1
339,1,0,0,0,0,1
340,0,0,0,0,0,1
341,0,0,0,0,0,1
342,0,0,0,0,0,1
343,0,0,0,0,0,1
344,1,0,0,0,0,1
345,1,0,0,0,0,1
346,1,0,0,0,0,1
347,1,0,0,0,0,1
348,1,1,0,0,0,1
349,1,1,0,0,0,1
350,1,0,0,0,0,1
351,0,0,0,0,0,0
352,0,0,0,0,0,1
353,0,0,0,0,0,1
354,0,0,0,0,0,0
355,0,0,0,0,0,0
356,1,1,0,0,0,0
357,1,1,0,0,0,0
358,1,1,0,0,0,0
359,1,1,0,0,0,0
360,1,1,0,0,0,1
361,1,1,0,0,0,1
362,1,0,0,0,0,1
363,1,0,0,0,0,1
364,1,0,0,0,0,1
365,1,0,0,0,0,1
366,1,0,0,0,0,1
367,1,0,0,0,0,1
368,1,0,0,0,0,0
369,1,0,0,0,0,0
370,1,0,0,0,0,0
371,1,0,0,0,0,0
372,1,0,0,0,0,0
373,1,0,0,0,0,0
374,1,0,0,0,0,0
375,1,1,0,0,0,0
376,1,1,0,0,0,0
377,1,1,0,0,0,0
378,1,0,0,0,0,0
379,1,0,0,0,0,1
380,1,0,0,0,0,1
381,1,0,0,0,0,0
382,1,0,0,0,0,0
383,1,0,0,0,0,1
384,1,0,0,0,0,1
385,1,1,0,0,0,1
386,1,1,0,0,0,1
387,1,1,0,0,0,1
388,1,1,0,0,0,1
389,1,1,0,0,0,1
390,1,1,0,0,0,1
391,1,1,0,0,0,1
392,1,0,0,0,0,1
393,1,0,0,0,0,1
394,1,0,0,0,0,1
395,1,0,0,0,0,1
396,1,0,0,0,0,1
397,1,0,0,0,0,1
398,1,0,0,0,0,1
399,1,0,0,0,0,1
400,1,0,0,0,0,1
401,1,0,0,0,0,1
402,1,0,0,0,0,1
403,1,0,0,0,0,1
404,1,0,0,0,0,1
405,1,0,0,0,0,0
406,1,0,0,0,0,0
407,1,0,0,0,0,0
408,1,0,0,0,0,0
409,1,0,0,0,0,1
410,1,0,1,0,0,1
411,1,1,1,0,0,1
412,1,1,1,0,0,1
413,1,0,0,0,0,1
414,1,0,0,0,0,1
415,1,0,0,0,0,0
416,1,0,0,0,0,0
417,1,0,0,0,0,1
418,1,0,0,0,0,1
419,1,0,0,0,0,1
420,1,1,0,0,0,0
421,1,1,0,0,0,0
422,1,1,0,0,0,0
423,1,0,0,0,0,0
424,1,0,0,0,0,0
425,1,1,0,0,0,0
426,1,1,0,1,0,0
427,1,1,0,1,0,1
428,1,0,0,0,0,1
429,1,0,0,0,0,1
430,1,1,0,0,0,1
431,1,1,0,0,0,1
432,1,0,0,0,0,1
433,1,0,0,0,0,1
434,1,0,0,0,0,1
435,1,0,0,0,0,1
436,1,0,0,0,0,1
437,1,0,0,0,0,0
438,1,0,0,0,0,1
439,1,0,0,0,0,1
440,1,0,0,0,0,1
441,1,0,0,0,0,1
442,1,0,0,0,0,1
443,1,0,0,0,0,1
444,1,0,0,0,0,0
445,1,0,1,0,0,1
446,0,0,1,0,0,1
447,1,0,1,0,0,1
448,1,0,1,0,0,1
449,1,0,0,1,0,1
450,1,0,0,1,0,1
451,0,0,0,1,0,1
452,1,0,1,1,0,1
453,0,0,1,0,0,1
454,1,0,1,0,0,1
455,1,0,1,1,0,1
456,1,0,0,1,0,1
457,1,0,0,1,0,1
458,1,0,0,1,0,1
459,1,0,0,1,0,1
460,1,0,0,1,0,1
461,1,0,0,1,0,1
462,1,0,0,1,0,1
463,1,0,0,1,0,1
464,1,0,0,1,0,1
465,1,0,0,1,0,1
466,1,0,0,1,0,1
467,1,0,0,1,0,1
468,1,0,0,1,0,1
469,1,0,0,1,0,1
470,1,0,0,1,0,1
471,1,0,0,1,0,1
472,1,0,0,1,0,1
473,1,0,0,1,0,1
474,1,0,1,1,0,1
475,1,0,1,0,0,1
476,1,0,1,0,0,1
477,1,0,1,1,0,1
478,1,0,0,1,0,1
479,1,0,1,1,0,1
480,1,0,1,0,0,1
481,1,0,1,0,0,1
482,1,0,1,0,0,1
483,1,0,1,0,0,1
484,1,0,1,0,0,1
485,1,0,1,0,0,1
486,1,0,0,0,0,1
487,1,0,0,0,0,1
488,0,0,0,0,0,1
489,0,0,0,0,0,0
490,0,0,0,0,0,0
491,0,0,0,0,0,0
492,0,0,0,0,0,0
493,0,0,0,0,0,1
494,0,0,0,0,0,0
495,0,0,0,0,0,0
496,0,0,0,0,0,0
497,1,0,0,0,0,0
498,1,0,0,0,0,0
499,1,0,0,0,0,0
500,1,1,0,0,0,0
501,1,1,0,0,0,0
502,1,1,0,0,0,0
503,1,1,0,0,0,0
504,1,0,0,0,0,0
505,1,0,0,0,0,0
506,1,0,0,0,0,0
507,1,0,0,0,0,0
508,1,0,0,0,0,0
509,1,0,0,0,0,0
510,0,0,0,0,0,0
511,0,0,0,0,0,0
512,1,1,0,0,0,0
513,1,1,0,0,0,0
514,1,1,0,0,0,0
515,1,0,0,0,0,0
516,1,0,0,0,0,0
517,1,0,0,0,0,0
518,1,0,0,0,0,0
519,1,1,0,0,0,0
520,1,1,0,0,0,0
521,1,1,0,0,0,0
522,1,0,0,0,0,0
523,1,0,0,0,1,0
524,1,1,1,0,1,0
525,1,1,1,0,0,0
526,1,0,0,0,0,0
527,1,0,0,0,0,0
528,1,0,0,0,0,0
529,1,0,0,0,0,0
530,1,0,0,0,0,0
531,1,0,0,0,0,0
532,1,0,0,0,0,0
533,1,0,0,0,0,0
534,1,0,0,0,0,0
535,1,0,0,0,0,0
536,1,0,0,0,0,0
537,1,0,0,0,0,0
538,1,0,0,0,0,0
539,1,0,0,0,0,0
540,1,0,0,0,0,0
541,0,0,0,0,0,0
542,1,0,0,0,0,0
543,1,0,0,0,0,0
544,1,0,0,0,0,0
545,1,0,0,0,0,0
546,1,0,0,0,0,0
547,1,0,0,0,0,0
548,0,0,0,0,0,0
549,1,0,0,0,0,0
550,1,0,0,0,0,0
551,0,0,0,0,0,0
552,1,1,0,0,0,0
553,1,1,0,0,0,0
554,1,1,0,0,0,0
555,1,1,0,0,0,0
556,0,0,0,0,0,0
557,0,0,0,0,0,0
558,0,0,0,0,0,0
559,1,0,0,0,0,1
560,1,0,0,0,0,1
561,1,0,0,0,0,1
562,1,0,0,0,0,1
563,1,0,0,0,0,1
564,1,0,0,0,0,1
565,1,0,0,0,0,1
566,1,0,0,0,0,1
567,1,0,0,0,0,1
568,1,1,0,0,0,1
569,1,1,0,0,0,1
570,1,1,0,0,0,1
571,1,1,0,0,0,1
572,1,0,0,0,0,1
573,1,0,0,0,0,1
574,1,1,1,0,0,1
575,1,1,1,0,0,1
576,0,0,0,0,0,1
577,0,0,0,0,0,1
578,1,0,0,0,0,1
579,1,0,0,0,0,0
580,1,0,0,0,0,0
581,1,0,0,0,0,0
582,1,0,0,0,0,0
583,1,1,0,0,0,0
584,1,1,0,0,0,0
585,1,0,0,0,0,0
586,1,0,0,0,0,0
587,1,0,0,0,0,0
588,1,0,0,0,0,0
589,1,0,0,0,0,0
590,1,0,0,0,0,0
591,1,0,0,0,0,0
592,1,0,0,0,0,0
593,1,0,0,0,0,0
594,1,0,0,0,0,0
595,1,0,0,0,0,0
596,1,0,0,0,0,0
597,1,0,0,0,0,0
598,1,0,0,0,0,0
599,1,0,0,0,0,0
600,1,0,0,0,0,0
601,1,0,0,0,0,0
602,1,0,0,0,0,0
603,1,0,0,0,0,0
604,1,0,0,0,0,0
605,1,0,0,0,0,0
606,1,0,0,0,0,0
607,1,0,0,0,0,0
608,1,0,0,0,0,0
609,1,0,0,0,0,0
610,1,0,0,0,0,0
611,1,0,0,0,0,0
612,1,1,0,0,0,0
613,1,1,0,0,0,0
614,1,1,0,0,0,0
615,1,0,0,0,0,0
616,1,0,0,0,0,0
617,1,0,0,0,0,0
618,1,0,0,0,0,0
619,1,0,0,0,0,0
620,1,0,0,0,0,0
621,1,0,0,0,0,0
622,0,0,0,0,0,0
623,0,0,0,0,0,0
624,0,0,0,0,0,0
625,1,0,1,0,0,1
626,1,0,1,0,0,1
627,1,0,1,0,0,1
628,0,0,0,0,0,0
629,0,0,0,0,0,0
630,0,0,0,0,0,0
631,0,0,0,0,0,0
632,1,0,0,0,0,1
633,1,0,0,0,0,1
634,1,0,0,0,0,0
635,1,0,0,0,0,0
636,1,0,0,0,0,1
637,1,0,0,0,0,1
638,1,0,0,0,0,0
639,1,0,0,0,0,1
640,1,0,0,0,0,1
641,1,0,0,0,0,1
642,1,0,0,0,0,1
643,1,0,0,0,0,1
644,1,0,0,0,0,1
645,1,0,0,0,0,1
646,1,0,0,0,0,1
647,1,0,0,0,0,0
648,1,0,0,0,0,1
649,1,0,1,0,0,1
650,1,0,1,0,0,1
651,1,0,0,0,0,1
652,1,1,0,0,0,1
653,1,1,0,0,0,1
654,1,1,0,0,0,1
655,1,0,0,0,0,0
656,1,0,0,0,0,0
657,1,0,0,0,0,0
658,1,0,0,0,0,0
659,1,0,0,0,0,0
660,1,0,0,0,0,0
661,1,0,0,0,0,0
662,1,0,0,0,0,0
663,1,0,0,0,0,0
664,1,0,0,0,0,0
665,1,0,0,0,0,0
666,1,0,0,0,0,0
667,1,0,0,0,0,0
668,1,0,0,0,0,1
669,1,0,0,0,0,1
670,1,0,0,0,0,1
671,1,0,0,0,0,1
672,1,0,0,0,0,1
673,1,0,0,0,0,1
674,1,0,0,0,0,1
675,1,0,0,0,0,1
676,1,0,0,0,0,1
677,1,0,0,0,0,0
678,1,0,0,0,0,0
679,1,0,0,0,0,1
680,1,0,0,0,0,1
681,1,0,0,0,0,1
682,1,0,0,0,0,1
683,1,0,0,0,0,0
684,0,0,0,0,0,0
685,0,0,0,0,0,0
686,0,0,0,0,0,0
687,0,0,0,0,0,0
688,0,0,0,0,0,0
689,0,0,0,0,0,0
690,0,0,0,0,0,0
691,1,0,0,0,0,0
692,1,0,0,0,0,0
693,0,0,0,0,0,0
694,0,0,0,0,0,0
695,0,0,0,0,0,0
696,0,0,0,0,0,0
697,0,0,0,0,0,0
698,1,0,0,0,0,0
699,1,0,0,0,0,0
700,1,0,0,0,0,0
701,1,1,0,0,0,0
702,1,0,0,0,0,0
703,1,0,0,0,0,0
704,0,0,0,0,0,0
705,1,0,0,0,0,0
706,1,1,0,0,0,0
707,1,1,0,0,0,0
708,1,0,0,0,0,0
709,1,0,0,0,0,0
710,1,0,0,0,0,0
711,1,1,1,0,0,0
712,1,1,1,0,0,0
713,1,0,0,0,0,0
714,1,0,0,0,0,0
715,1,0,0,0,0,0
716,1,0,0,0,0,0
717,1,1,0,0,0,1
718,1,1,1,0,0,1
719,1,1,1,0,0,0
720,1,0,0,0,0,0
721,1,0,0,0,0,0
722,1,0,0,0,0,0
723,1,1,0,0,0,0
724,1,1,0,0,0,0
725,1,0,0,0,0,0
726,1,0,0,0,0,0
727,1,0,0,0,0,0
728,1,0,0,0,0,0
729,1,0,0,0,0,0
730,1,0,0,0,0,0
731,1,0,0,0,0,0
732,1,0,0,0,0,0
733,1,1,1,0,0,0
734,1,1,1,0,0,0
735,1,1,1,0,0,0
736,1,1,0,0,0,0
737,1,1,1,0,0,0
738,1,1,1,0,0,0
739,1,1,0,0,0,0
740,1,1,0,0,0,0
741,1,1,0,0,0,0
742,1,1,0,0,0,0
743,1,1,0,0,0,0
744,0,0,0,0,0,0
745,0,0,0,0,0,0
746,1,0,0,0,0,0
747,1,0,0,0,0,1
748,1,0,0,0,0,1
749,1,1,0,0,0,1
750,1,1,0,0,0,1
751,1,0,0,0,0,1
752,1,0,0,0,0,1
753,1,0,0,0,0,1
754,1,0,0,0,0,1
755,1,0,0,0,0,1
756,1,0,0,0,0,1
757,1,0,0,0,0,1
758,1,0,0,0,0,1
759,1,0,0,0,0,1
760,1,0,0,0,0,1
761,1,0,0,0,0,1
762,1,0,0,0,0,1
763,1,0,0,0,0,1
764,1,0,0,0,0,1
765,1,0,0,0,0,1
766,1,0,0,0,0,1
767,1,0,0,0,0,1
768,1,0,0,0,0,1
769,1,0,0,0,0,1
770,1,0,0,0,0,1
771,1,0,0,0,0,0
772,1,1,0,0,0,0
773,1,1,0,0,0,0
774,1,1,0,0,0,1
775,1,0,0,0,0,1
776,1,0,0,0,0,1
777,1,0,0,0,0,0
778,1,0,0,0,0,1
779,1,0,0,0,0,1
780,1,0,0,0,0,1
781,1,0,0,0,0,1
782,1,0,0,0,0,1
783,1,0,0,0,0,1
784,1,0,0,0,0,1
785,1,0,0,0,0,1
786,1,0,0,0,0,1
787,1,0,0,0,0,1
788,1,0,0,0,0,0
789,0,0,0,0,0,0
790,1,0,0,0,0,0
791,1,0,0,0,0,1
792,1,0,0,0,0,1
793,1,0,0,0,0,1
794,1,0,0,0,0,1
795,1,0,0,0,0,0
796,1,0,1,0,0,1
797,1,0,1,0,0,1
798,1,0,0,0,0,0
799,1,0,0,0,0,1
800,1,0,0,0,0,1
801,1,0,0,0,0,1
802,1,0,0,0,0,1
803,1,0,0,0,0,1
804,1,0,0,0,0,1
805,1,0,0,0,0,1
806,1,0,0,0,0,1
807,1,0,0,0,0,1
808,1,0,0,0,0,1
809,1,0,0,0,0,1
810,0,0,0,0,0,1
811,0,0,0,0,0,0
812,0,0,0,0,0,1
813,0,0,0,0,0,1
814,0,0,0,0,0,1
815,0,0,0,0,0,1
816,0,0,0,0,0,0
817,0,0,1,0,0,0
818,0,0,1,0,0,0
819,1,0,1,0,0,1
820,1,0,0,0,0,1
821,1,1,1,0,0,1
822,1,1,1,0,0,1
823,1,1,1,0,0,1
824,1,1,1,0,0,1
825,1,1,1,0,0,1
826,1,1,1,0,0,1
