,act,context,onset,offset,inter_scale,target,predictability,agent_H_NH,main_effector,eff_visibility,act_label,obj_label,run,sociality,dinamicity,durativity,telicity,iterativity,transitivity,multi_ag_vs_jointact,tool_mediated,faces,ToM,touch,EBL,EIA,gesticolare,simbolic_gestures,people_present,rater
510,act_511,2,06:19.3,06:22.0,0,2,0,0,6,1,abbaiare,donna,3,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,LT
511,act_512,2,06:36.4,06:39.5,0,2,0,1,6,1,parlare,cane,3,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,LT
512,act_513,2,05:14.0,05:16.1,0,0,0,1,5,1,sedersi,divano,3,0,1,0,1,0,1,0,0,1,0,2,0,0,0,0,0,LT
513,act_514,2,06:46.0,06:47.8,0,0,0,1,1,1,aprire ,giornale ,3,0,1,0,1,0,1,0,0,1,0,2,0,0,0,0,0,LT
514,act_515,2,06:51.4,06:53.1,0,2,0,1,6,1,parlare,cane,3,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,LT
515,act_516,2,06:57.1,06:57.9,0,2,0,1,6,0,urlare,donna,3,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,LT
516,act_517,2,07:00.5,07:04.8,1,1,1,1,5,1,scendere,scale,3,0,1,1,0,0,1,0,0,1,0,2,1,0,0,0,0,LT
517,act_518,2,07:01.0,07:01.7,0,4,0,1,6,1,parlare,,3,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,LT
518,act_519,2,07:00.5,07:09.7,1,0,1,1,2,1,portare,coperte ,3,0,1,1,1,0,1,0,0,1,0,2,0,0,0,0,0,LT
519,act_520,2,07:06.1,07:09.6,0,2,0,1,6,1,domandare,donna,3,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,LT
520,act_521,2,07:07.0,07:08.5,1,2,0,1,3,1,allontanare ,uomo,3,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,LT
521,act_522,2,07:08.5,07:09.4,0,0,1,1,2,1,aprire,porta,3,0,1,0,1,0,1,0,0,1,0,2,0,0,0,0,0,LT
522,act_523,2,07:09.4,07:10.5,0,0,1,1,2,1,chiudere,porta,3,0,1,0,1,0,1,0,0,1,0,2,0,0,0,0,0,LT
523,act_524,2,07:10.7,07:11.5,0,0,1,1,2,1,aprire,porta,3,0,1,0,1,0,1,0,0,1,0,2,0,0,0,0,0,LT
524,act_525,2,07:11.0,07:13.5,0,2,0,1,6,1,annunciare,uomo,3,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,LT
525,act_526,2,07:13.6,07:14.0,0,0,1,1,2,1,chiudere,porta,3,0,1,0,1,0,1,0,0,1,0,2,0,0,0,0,0,LT
526,act_527,2,07:14.1,07:16.9,0,2,0,1,6,0,urlare ,cane,3,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,LT
527,act_528,2,07:16.8,07:17.3,0,4,0,0,6,1,abbaiare,,3,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,LT
528,act_529,2,07:17.2,07:18.0,0,0,1,1,2,0,aprire,porta,3,0,1,0,1,0,1,0,0,1,0,2,0,0,0,0,0,LT
529,act_530,2,05:57.0,05:57.9,0,1,1,1,5,1,rizzarsi,,3,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,LT
530,act_531,2,07:20.2,07:21.2,0,2,0,1,6,1,annunciare,uomo,3,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,LT
531,act_532,2,07:21.5,07:22.1,0,2,0,0,6,1,mugugnare,uomo,3,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,LT
532,act_533,2,07:23.6,07:24.2,0,0,1,1,2,0,chiudere,porta,3,0,1,0,1,0,1,0,0,1,0,2,0,0,0,0,0,LT
533,act_534,2,07:24.7,07:27.7,0,2,0,1,6,1,parlare,cane,3,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,LT
534,act_535,2,07:28.9,07:29.9,0,0,1,1,2,1,aprire,porta,3,0,1,0,1,0,1,0,0,1,0,2,0,0,0,0,0,LT
535,act_536,2,07:30.6,07:32.7,0,2,1,1,3,1,abbracciare ,donna,3,1,1,1,0,0,0,2,0,1,0,0,1,0,1,0,0,LT
536,act_537,2,07:31.2,07:32.1,0,2,0,1,6,1,baciare,gota,3,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,LT
537,act_538,2,07:32.3,07:33.0,0,2,0,1,6,1,domandare,donna,3,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,LT
538,act_539,2,07:33.1,07:34.1,0,2,0,1,6,1,rispondere,donna,3,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,LT
539,act_540,2,07:34.3,07:36.8,0,2,0,1,6,1,parlare,donna,3,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,LT
540,act_541,2,07:36.9,07:38.9,0,2,0,1,6,1,parlare,uomo,3,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,LT
541,act_542,2,07:41.5,07:42.8,0,3,0,1,6,1,parlare,cane,3,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,LT
542,act_543,2,07:44.7,07:47.0,1,3,0,0,5,1,avvicinarsi,cane,3,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,LT
543,act_544,2,07:44.9,07:47.9,0,3,0,1,6,1,parlare,cane,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LT
544,act_545,2,07:47.0,07:48.8,0,2,0,0,6,1,abbaiare,uomo,3,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,LT
545,act_546,2,07:49.0,07:50.9,0,2,0,0,6,1,mugugnare,uomo,3,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,LT
546,act_547,2,07:51.7,07:53.2,0,3,0,1,6,1,parlare,cane,3,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,LT
547,act_548,2,07:54.0,08:01.5,1,3,0,0,5,1,avvicinarsi,cane,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LT
548,act_549,2,08:01.6,08:06.1,0,3,0,0,6,1,cercare ,mammelle,3,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,LT
549,act_550,2,08:06.6,08:08.1,0,2,0,1,6,1,parlare,uomo,3,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,LT
550,act_551,2,08:09.6,08:10.6,0,2,0,1,3,1,abbracciare ,uomo,3,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,LT
551,act_552,2,08:11.0,08:13.2,0,3,0,0,8,1,leccare,muso,3,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,LT
552,act_553,2,08:13.6,08:19.0,1,3,0,0,10,1,accoccolarsi,cane,3,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,LT
553,act_554,2,08:18.9,08:21.1,0,3,0,0,7,1,appoggia,cane,3,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,LT
554,act_555,1,08:24.8,08:26.6,0,0,1,1,2,0,aprire,porta,3,0,1,0,1,0,1,0,0,0,0,2,0,0,0,0,0,LT
555,act_556,2,08:26.5,08:30.1,0,2,0,1,6,1,chiamare ,donna,3,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,LT
556,act_557,2,08:27.6,08:28.4,0,0,1,1,2,0,chiudere,porta,3,0,1,0,1,0,1,0,0,1,0,2,0,0,0,0,0,LT
557,act_558,2,08:30.5,08:33.8,0,2,0,1,6,1,parlare,donna,3,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,LT
558,act_559,2,08:33.1,08:34.0,0,2,0,1,3,1,scostare ,uomo,3,1,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,LT
559,act_560,2,08:38.0,08:45.1,0,4,0,1,6,1,parlare,,3,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,LT
560,act_561,2,08:43.1,08:45.1,0,0,0,1,5,0,inginocchiarsi,pavimento,3,0,1,0,1,0,1,0,0,1,0,2,0,0,0,0,0,LT
561,act_562,2,08:45.7,08:51.4,0,4,0,1,6,1,parlare,,3,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,LT
562,act_563,2,08:51.2,08:52.4,0,1,1,1,5,1,alzarsi,,3,0,1,0,1,0,0,0,0,1,0,2,0,0,0,0,0,LT
563,act_564,2,08:52.2,08:54.6,0,2,0,1,6,1,parlare,donna,3,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,LT
564,act_565,2,08:54.8,08:57.0,0,2,0,1,6,1,parlare,donna,3,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,LT
565,act_566,2,08:57.6,08:58.6,0,2,0,1,6,1,domandare,donna,3,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,LT
566,act_567,2,08:58.7,08:59.3,0,2,0,1,6,1,rispondere,donna,3,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,LT
567,act_568,2,08:59.6,09:03.9,0,2,0,1,6,1,parlare,donna,3,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,LT
568,act_569,2,09:03.9,09:05.6,0,2,0,1,6,1,domandare,donna,3,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,LT
569,act_570,2,09:03.5,09:05.6,0,0,0,1,6,1,aspirare ,sigaretta,3,0,1,0,1,0,1,0,1,1,0,2,0,0,0,0,0,LT
570,act_571,2,09:05.7,09:06.9,0,2,0,1,6,1,parlare,uomo,3,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,LT
571,act_572,2,09:06.9,09:11.0,0,2,0,1,6,1,parlare,donna,3,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,LT
572,act_573,2,09:11.0,09:13.4,0,2,0,1,6,1,parlare,donna,3,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,LT
573,act_574,2,09:13.1,09:15.8,0,0,0,1,6,1,fumare ,sigaretta,3,0,1,0,1,0,1,0,1,1,0,2,0,0,1,0,0,LT
574,act_575,2,09:13.9,09:15.8,0,2,0,1,6,1,parlare,donna,3,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,LT
575,act_576,2,09:15.8,09:18.9,0,2,0,1,6,1,parlare,uomo,3,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,LT
576,act_577,2,09:18.8,09:19.6,0,2,0,1,6,1,parlare,donna,3,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,LT
577,act_578,2,09:19.0,09:22.9,0,2,0,1,6,1,interrompere,uomo,3,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,LT
578,act_579,2,09:22.8,09:31.3,0,2,0,1,6,1,parlare,donna,3,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,LT
579,act_580,2,09:23.3,09:24.6,0,0,1,1,0,0,estrarre ,assegni,3,0,1,0,1,0,1,0,0,1,0,2,0,1,0,0,0,LT
580,act_581,2,09:24.7,09:29.6,0,0,1,1,1,0,sfogliare ,assegni,3,0,1,1,0,1,1,0,0,1,0,2,0,1,0,0,0,LT
581,act_582,2,09:29.6,09:38.2,0,0,1,1,1,0,scrivere,assegno,3,0,1,0,0,0,1,0,1,1,0,2,0,1,0,0,0,LT
582,act_583,2,09:32.3,09:38.3,0,2,0,1,6,1,parlare,donna,3,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,LT
583,act_584,2,09:38.3,09:40.9,0,2,0,1,6,1,parlare,donna,3,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,LT
584,act_585,2,09:40.8,09:43.9,0,2,0,1,6,1,parlare,donna,3,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,LT
585,act_586,2,09:44.0,09:45.9,0,2,0,1,6,1,parlare,uomo,3,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,LT
586,act_587,2,09:45.9,09:46.7,0,2,0,1,6,1,parlare,donna,3,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,LT
587,act_588,2,09:46.8,09:47.5,0,2,0,1,6,1,parlare,uomo,3,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,LT
588,act_589,2,09:47.8,09:50.6,0,0,1,1,2,0,offrire  ,assegno,3,1,1,0,0,0,1,0,0,1,0,2,0,1,0,0,0,LT
589,act_590,2,09:48.0,09:48.7,0,2,0,1,6,1,parlare,donna,3,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,LT
590,act_591,2,09:52.9,09:57.5,0,0,1,1,0,0,mostrare,assegno,3,0,1,0,0,0,1,0,0,1,0,2,0,1,0,0,0,LT
591,act_592,2,09:55.6,09:56.5,0,2,0,1,6,1,parlare,donna,3,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,LT
592,act_593,2,09:57.5,10:02.3,0,2,0,1,6,1,parlare,donna,3,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,LT
593,act_594,2,10:05.0,10:07.6,0,2,0,1,6,1,domandare,coppia,3,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,LT
594,act_595,2,10:08.3,10:09.1,0,2,0,1,6,1,parlare,donna,3,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,LT
595,act_596,2,10:12.0,10:33.5,0,2,1,1,6,1,parlare,coppia,3,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,LT
596,act_597,2,10:22.5,10:26.1,0,0,1,1,1,0,strappare ,assegno,3,0,1,0,0,0,1,0,0,1,0,2,1,1,1,0,0,LT
597,act_598,2,10:26.0,10:27.1,0,2,1,1,1,1,lanciare,cartacce,3,1,1,0,1,0,1,0,0,1,0,2,1,0,1,0,0,LT
598,act_599,2,10:27.4,10:32.8,1,0,1,1,5,0,andarsene,casa,3,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,LT
599,act_600,2,10:32.9,10:34.3,0,0,1,1,2,1,aprire,porta,3,0,1,0,1,0,1,0,0,1,0,2,0,0,0,0,0,LT
600,act_601,2,10:34.5,10:35.3,0,0,1,1,2,1,chiudere,porta,3,0,1,0,1,0,1,0,0,1,0,2,1,0,0,0,0,LT
601,act_602,1,00:12.8,00:13.9,0,1,0,1,7,1,guardare,coppia,4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,LT
602,act_603,1,00:16.3,00:17.2,0,0,1,1,2,1,chiudere,porta,4,0,1,0,1,0,1,0,0,1,0,2,1,0,0,0,0,LT
603,act_604,1,00:16.7,00:19.2,0,0,0,1,0,1,muovere ,specchietto,4,0,1,0,1,0,1,0,0,1,0,2,0,0,0,0,0,LT
604,act_605,1,00:18.3,00:24.9,1,4,0,1,5,1,passeggiare,,4,0,1,0,0,0,0,2,0,1,0,1,0,0,0,0,0,LT
605,act_606,1,00:18.3,00:24.9,1,4,0,0,5,1,passeggiare,,4,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,LT
606,act_607,1,00:26.5,00:30.8,0,1,0,1,7,1,guardare,coppia,4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,LT
607,act_608,1,00:30.9,00:35.4,1,4,0,1,5,1,passeggiare,,4,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,LT
608,act_609,1,00:30.9,00:35.4,1,4,0,0,5,1,passeggiare,,4,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,LT
609,act_610,1,00:35.9,00:37.0,0,2,0,1,6,1,parlare,uomo,4,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,LT
610,act_611,1,00:37.0,00:37.6,0,0,1,1,0,1,togliersi ,cappello,4,0,1,0,1,0,1,0,0,1,0,2,0,0,0,0,0,LT
611,act_612,2,00:45.8,00:48.1,0,0,1,0,1,0,chiudere,tende,4,0,1,0,1,0,1,0,0,1,0,2,0,0,0,0,0,LT
612,act_613,2,00:50.1,00:59.5,0,4,0,1,6,1,parlare,,4,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,LT
613,act_614,2,00:50.1,00:51.6,0,0,0,1,0,1,raccogliere,ciotola,4,0,1,0,1,0,1,0,0,1,0,2,0,0,0,0,0,LT
614,act_615,2,00:54.7,01:01.1,0,0,1,1,1,1,spostare ,pappa,4,0,1,1,1,0,1,0,1,1,0,2,0,0,0,0,0,LT
615,act_616,2,01:01.7,01:03.3,0,0,0,1,0,1,appoggiare,ciotola,4,0,1,0,1,0,1,0,0,1,0,2,0,0,0,0,0,LT
616,act_617,2,01:03.6,01:04.2,0,4,0,1,6,1,domandarsi,,4,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,LT
617,act_618,2,01:04.0,01:05.3,0,0,1,1,1,1,sbattere,cucchiaio,4,0,1,1,0,1,1,0,0,1,0,2,0,0,0,0,0,LT
618,act_619,2,01:06.5,01:12.5,1,4,0,1,5,1,dirigersi,porta,4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,LT
619,act_620,2,01:09.8,01:13.5,0,2,0,1,6,1,parlare,uomo,4,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,LT
620,act_621,2,01:13.0,01:15.9,0,0,1,1,2,1,aprire,porta,4,0,1,0,1,0,1,0,0,0,0,2,0,0,0,0,0,LT
621,act_622,1,01:15.9,01:16.5,0,2,0,1,6,1,salutare,donna,4,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,LT
622,act_623,2,01:16.4,01:17.5,0,2,0,1,6,1,esclamare ,,4,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,LT
623,act_624,2,01:16.8,01:19.4,0,0,0,1,3,1,chiudere,porta,4,0,1,0,1,0,1,0,0,1,0,2,1,0,0,0,0,LT
624,act_625,2,01:17.4,01:19.3,0,0,1,1,2,1,fermare,porta,4,0,1,1,0,1,1,0,0,1,0,2,0,0,0,0,0,LT
625,act_626,2,01:18.7,01:20.8,0,2,0,1,6,1,parlare,donna,4,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,LT
626,act_627,2,01:20.7,01:21.3,1,2,0,1,2,1,colpire ,uomo,4,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,LT
627,act_628,2,01:22.1,01:29.1,1,2,1,1,10,1,lottare ,uomini,4,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,LT
628,act_629,2,01:25.3,01:26.5,0,2,0,1,6,1,parlare,uomo,4,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,LT
629,act_630,2,01:26.7,01:27.6,0,2,0,1,6,1,parlare,uomo,4,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,LT
630,act_631,2,01:29.3,01:42.5,1,2,1,1,3,1,spostare ,donna,4,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,LT
631,act_632,2,01:29.6,01:35.6,0,2,0,1,6,1,urlare,uomini,4,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,LT
632,act_633,2,01:28.9,01:33.6,1,2,0,1,2,1,schiaffeggiare ,uomini,4,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,LT
633,act_634,2,01:31.4,01:40.9,0,2,0,1,6,1,parlare,uomo,4,1,1,1,0,0,0,2,0,1,0,1,1,0,0,0,0,LT
634,act_635,2,01:41.0,01:42.2,1,2,1,1,3,1,spingere ,donna,4,0,1,1,0,0,0,2,0,1,0,1,0,0,0,0,0,LT
635,act_636,2,01:42.4,01:42.9,1,0,1,1,10,1,chiudere,sgabuzzino ,4,0,1,0,1,0,1,2,0,1,0,2,0,0,0,0,0,LT
636,act_637,2,01:43.4,01:45.4,1,0,0,1,10,1,colpire ,porta ,4,0,1,0,1,1,1,0,0,1,0,2,1,0,0,0,0,LT
637,act_638,2,01:43.5,01:54.3,0,2,0,1,6,1,urlare,uomini,4,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,LT
638,act_639,2,01:45.1,01:45.6,0,2,0,1,6,1,parlare,uomo,4,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,LT
639,act_640,2,01:46.5,01:47.6,0,2,0,1,6,1,parlare,donna,4,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,LT
640,act_641,2,01:45.3,01:46.9,0,0,1,1,3,1,prendere,sedia ,4,0,1,0,1,0,1,0,0,1,0,2,0,0,0,0,0,LT
641,act_642,2,01:46.9,01:48.9,1,0,1,1,3,1,sprangare,sgabuzzino ,4,0,1,0,1,0,1,2,1,1,0,2,0,0,0,0,0,LT
642,act_643,2,01:50.3,01:55.9,1,0,0,1,10,1,colpire ,porta ,4,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,LT
643,act_644,2,01:56.2,02:00.8,0,2,0,1,6,1,parlare,uomo,4,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,LT
644,act_645,2,01:56.5,01:57.8,0,0,0,1,0,1,togliersi,passamontagna,4,0,1,0,1,0,1,0,0,1,0,2,0,0,0,0,0,LT
645,act_646,2,01:58.3,01:59.1,0,0,0,1,0,0,togliersi,passamontagna,4,0,1,0,1,0,1,0,0,1,0,2,0,0,0,0,0,LT
646,act_647,2,02:00.9,02:03.9,0,2,0,1,6,1,parlare,uomo,4,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,LT
647,act_648,2,02:04.0,02:05.3,0,2,0,1,6,1,zittire,uomo,4,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,LT
648,act_649,2,02:06.3,02:06.9,0,0,1,1,1,0,aprire,tende,4,0,1,0,1,0,1,0,0,1,0,2,0,0,0,0,0,LT
649,act_650,2,02:09.2,02:10.7,0,0,0,1,7,1,guardarsi ,uomini,4,1,1,1,0,0,0,2,0,1,0,0,0,0,0,0,0,LT
650,act_651,2,02:11.9,02:12.6,0,2,0,1,6,1,parlare,uomo,4,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,LT
651,act_652,2,02:13.1,02:15.6,0,0,1,1,3,1,prendere,sacco,4,0,1,0,1,0,1,0,0,1,0,2,0,0,0,0,0,LT
652,act_653,2,02:15.2,02:15.6,0,2,0,1,6,1,parlare,uomo,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LT
653,act_654,2,02:15.2,02:15.6,0,1,0,1,0,0,schioccare,dita,4,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,LT
654,act_655,2,02:15.8,02:16.1,0,0,1,1,0,1,afferrare ,sacco,4,0,1,0,1,0,1,0,0,1,0,2,0,0,0,0,0,LT
655,act_656,2,02:18.3,02:20.1,0,2,0,0,6,1,abbaiare,uomo,4,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,LT
656,act_657,2,02:21.6,02:25.1,0,3,1,1,0,0,afferrare ,cucciolo,4,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,LT
657,act_658,2,02:22.4,02:24.5,0,2,0,0,6,1,abbaiare,uomo,4,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,LT
658,act_659,2,02:24.8,02:25.2,0,2,0,0,6,1,abbaiare,uomo,4,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,LT
659,act_660,2,02:28.0,02:29.0,0,1,0,1,0,0,succhiarsi,mano,4,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,LT
660,act_661,2,02:29.0,02:31.8,0,2,0,0,6,1,abbaiare,uomo,4,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,LT
661,act_662,2,02:30.1,02:36.1,0,3,0,1,6,1,parlare,cucciolo,3,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,LT
662,act_663,2,02:30.6,02:33.8,0,3,1,1,0,0,afferrare ,cucciolo,4,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,LT
663,act_664,2,02:32.9,02:36.1,0,2,0,0,6,1,guaire,uomo,4,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,LT
664,act_665,2,02:35.8,02:36.1,0,3,1,1,0,1,riempire,sacco,4,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,LT
665,act_666,2,02:38.0,02:39.6,0,0,1,1,2,0,aprire,porta,4,0,1,0,1,0,1,0,0,1,0,2,0,0,0,0,0,LT
666,act_667,1,02:39.7,02:42.1,0,0,1,1,7,1,controllare,,4,1,1,1,0,0,0,2,0,1,0,0,0,0,1,0,0,LT
667,act_668,1,02:42.9,02:45.2,0,0,1,1,2,0,chiudere,porta,4,0,1,0,1,0,1,0,0,1,0,2,0,0,0,0,0,LT
668,act_669,1,02:48.5,02:48.9,0,2,0,1,6,1,salutare,uomo,4,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,LT
669,act_670,1,02:48.3,03:05.6,0,2,0,0,6,1,abbaiare,uomo,4,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,LT
670,act_671,1,02:50.9,03:13.5,0,3,0,1,6,1,parlare,cane,4,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,LT
671,act_672,1,02:57.2,03:05.2,0,2,0,1,6,1,parlare,uomo,4,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,LT
672,act_673,1,03:05.6,03:13.9,0,2,0,0,6,1,abbaiare,uomo,4,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,LT
673,act_674,1,03:06.3,03:13.5,0,2,0,1,6,1,parlare,uomo,4,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,LT
674,act_675,1,02:53.5,02:56.6,1,0,1,1,2,0,caricare,sacco,4,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,LT
675,act_676,1,02:57.4,03:09.9,0,0,1,1,1,0,annodare,telo,4,0,1,0,1,0,1,0,0,1,0,2,0,0,0,0,0,LT
676,act_677,1,03:19.7,03:20.3,0,0,1,1,0,0,accendere,furgone,4,0,1,0,1,0,1,0,1,1,0,2,0,0,0,0,0,LT
677,act_678,1,03:23.2,03:27.0,0,3,0,1,6,1,parlare,cane,4,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,LT
678,act_679,1,03:23.2,03:27.9,0,2,0,0,6,1,abbaiare,uomo,4,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,LT
679,act_680,1,03:28.8,03:32.1,1,4,0,1,5,1,correre ,,4,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,LT
680,act_681,1,03:28.8,03:32.1,0,1,1,1,5,1,passeggiare ,parco,4,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,LT
